genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
human1_HC-14_maxbin.027.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HC-15_maxbin.018.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HC-2_maxbin.027.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HC-3_maxbin.024.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-11_maxbin.025.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-12_maxbin.024.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-17_maxbin.032.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-18_maxbin.021.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-1_maxbin.034.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-24_maxbin.027.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HV-3_maxbin.018.fasta.contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_concoct_10_refined_2_Bin_5_6_1-contigs.fa,74_1,0.020000000000000018,average,ANImf,74
human1_HC-13_maxbin.031.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-19_maxbin.020.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-1_maxbin.031.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-20_maxbin.029.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-24_maxbin.028.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-2_maxbin.041.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-4_maxbin.036.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HC-7_maxbin.033.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HV-11_maxbin.038.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HV-1_maxbin.042.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_HV-2_maxbin.031.fasta.contigs.fa,75_1,0.020000000000000018,average,ANImf,75
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,76_0,0.020000000000000018,average,ANImf,76
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,77_0,0.020000000000000018,average,ANImf,77
human1_HC-17_maxbin.027.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HC-3_maxbin.013.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-11_maxbin.014.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-18_maxbin.013.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-1_maxbin.031.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-23_maxbin.003.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-24_maxbin.023.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-2_maxbin.010.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HV-8_maxbin.011.fasta.contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_concoct_10_refined_2_Bin_4_2-contigs.fa,78_1,0.020000000000000018,average,ANImf,78
human1_HC-11_maxbin.016.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HC-12_maxbin.015.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HC-15_maxbin.024.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HC-18_maxbin.014.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HC-3_maxbin.016.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HC-7_maxbin.016.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HV-18_maxbin.016.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HV-23_maxbin.010.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HV-24_maxbin.016.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HV-3_maxbin.017.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_HV-6_maxbin.021.fasta.contigs.fa,79_1,0.020000000000000018,average,ANImf,79
human1_D-1_maxbin.025.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-13_maxbin.018.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-14_maxbin.026.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-15_maxbin.011.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-16_maxbin.008.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-17_maxbin.024.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-18_maxbin.017.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-3_maxbin.022.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-7_maxbin.020.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-8_maxbin.022.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-9_maxbin.007.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HV-17_maxbin.014.fasta_sub.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HV-18_maxbin.023.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HV-23_maxbin.017.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HV-3_maxbin.027.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HV-4_maxbin.022.fasta.contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_concoct_10_refined_2_Bin_5_15_1-contigs.fa,80_1,0.020000000000000018,average,ANImf,80
human1_HC-12_maxbin.017.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-13_maxbin.011.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-14_maxbin.011.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-16_maxbin.005.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-17_maxbin.021.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-18_maxbin.018.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-1_maxbin.018.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-20_maxbin.013.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-23_maxbin.030.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-24_maxbin.015.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-2_maxbin.030.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-3_maxbin.015.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-4_maxbin.014.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-5_maxbin.018.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-6_maxbin.025.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HC-7_maxbin.017.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-1_maxbin.014.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-24_maxbin.031.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-2_maxbin.019.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-3_maxbin.022.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-5_maxbin.022.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_HV-8_maxbin.012.fasta.contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_concoct_10_refined_2_Bin_5_11_1-contigs.fa,81_1,0.020000000000000018,average,ANImf,81
human1_D-1_maxbin.021.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-11_maxbin.008.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-12_maxbin.010.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-13_maxbin.010.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-14_maxbin.007.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-17_maxbin.007.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-18_maxbin.016.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-1_maxbin.008.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-24_maxbin.022.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-2_maxbin.005.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-3_maxbin.003.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-4_maxbin.006.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-5_maxbin.004.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-6_maxbin.012.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HC-8_maxbin.006.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-11_maxbin.004.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-12_maxbin.004.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-17_maxbin.002.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-18_maxbin.004.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-23_maxbin.011.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-24_maxbin.010.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-2_maxbin.005.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-3_maxbin.013.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-4_maxbin.005.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-5_maxbin.004.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_HV-6_maxbin.012.fasta.contigs.fa,82_1,0.020000000000000018,average,ANImf,82
human1_concoct_10_refined_2_Bin_2_24_1-contigs.fa,83_0,0.020000000000000018,average,ANImf,83
human1_HC-23_maxbin.034.fasta.contigs.fa,84_1,0.020000000000000018,average,ANImf,84
human1_HC-24_metabat2.49.fa.contigs.fa,84_1,0.020000000000000018,average,ANImf,84
human1_D-1_maxbin.022.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HC-13_maxbin.016.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HC-17_maxbin.020.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HV-12_maxbin.018.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HV-18_maxbin.019.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HV-1_maxbin.020.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HV-5_maxbin.023.fasta_sub.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_HV-8_maxbin.016.fasta.contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,85_1,0.020000000000000018,average,ANImf,85
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,86_0,0.020000000000000018,average,ANImf,86
human1_HC-14_maxbin.023.fasta.contigs.fa,87_1,0.020000000000000018,average,ANImf,87
human1_concoct_10_refined_2_Bin_2_6-contigs.fa,87_1,0.020000000000000018,average,ANImf,87
human1_HC-18_metabat2.32.fa.contigs.fa,88_1,0.020000000000000018,average,ANImf,88
human1_HV-2_maxbin.025.fasta.contigs.fa,88_1,0.020000000000000018,average,ANImf,88
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,88_1,0.020000000000000018,average,ANImf,88
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,89_0,0.020000000000000018,average,ANImf,89
human1_HV-23_maxbin.024.fasta.contigs.fa,90_1,0.020000000000000018,average,ANImf,90
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,90_1,0.020000000000000018,average,ANImf,90
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,91_0,0.020000000000000018,average,ANImf,91
human1_HC-12_maxbin.034.fasta.contigs.fa,92_1,0.020000000000000018,average,ANImf,92
human1_HV-17_maxbin.030.fasta.contigs.fa,92_1,0.020000000000000018,average,ANImf,92
human1_concoct_10_refined_2_Bin_2_7-contigs.fa,92_1,0.020000000000000018,average,ANImf,92
human1_HC-14_maxbin.009.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HC-1_maxbin.014.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HC-3_maxbin.014.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HC-5_maxbin.016.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HC-7_maxbin.022.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HC-8_maxbin.010.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HV-11_maxbin.006.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HV-1_maxbin.004.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_HV-2_maxbin.009.fasta.contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_concoct_10_refined_2_Bin_5_8-contigs.fa,93_1,0.020000000000000018,average,ANImf,93
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,94_0,0.020000000000000018,average,ANImf,94
human1_HC-13_maxbin.009.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-14_maxbin.013.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-15_maxbin.010.fasta_sub.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-16_maxbin.014.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-18_maxbin.021.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-19_maxbin.016.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-23_maxbin.027.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-7_maxbin.021.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-8_maxbin.014.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-9_maxbin.018.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HV-17_maxbin.017.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HV-4_maxbin.019.fasta.contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_concoct_10_refined_2_Bin_5_13_1-contigs.fa,95_1,0.020000000000000018,average,ANImf,95
human1_HC-10_maxbin.018.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-15_maxbin.013.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-16_maxbin.010.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-21_maxbin.012.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-22_maxbin.017.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-8_maxbin.024.fasta_sub.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HC-9_maxbin.009.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HV-10_maxbin.036.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HV-18_maxbin.027.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HV-1_maxbin.023.fasta_sub.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HV-2_maxbin.023.fasta.contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_concoct_10_refined_2_Bin_5_12-contigs.fa,96_1,0.020000000000000018,average,ANImf,96
human1_HV-1_maxbin.033.fasta.contigs.fa,96_2,0.020000000000000018,average,ANImf,96
human1_concoct_10_refined_2_Bin_2_10-contigs.fa,97_0,0.020000000000000018,average,ANImf,97
human1_HC-16_maxbin.012.fasta.contigs.fa,98_1,0.020000000000000018,average,ANImf,98
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,98_1,0.020000000000000018,average,ANImf,98
human1_concoct_10_refined_2_Bin_6_13-contigs.fa,99_0,0.020000000000000018,average,ANImf,99
human1_D-1_maxbin.053.fasta.contigs.fa,100_1,0.020000000000000018,average,ANImf,100
human1_HC-24_maxbin.037.fasta.contigs.fa,100_1,0.020000000000000018,average,ANImf,100
human1_concoct_10_refined_2_Bin_2_26-contigs.fa,100_1,0.020000000000000018,average,ANImf,100
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,101_0,0.020000000000000018,average,ANImf,101
human1_HV-6_maxbin.047.fasta.contigs.fa,102_1,0.020000000000000018,average,ANImf,102
human1_concoct_10_refined_2_Bin_4_9_1-contigs.fa,102_1,0.020000000000000018,average,ANImf,102
human1_HC-11_maxbin.022.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-12_maxbin.014.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-18_maxbin.011.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-1_maxbin.025.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-23_maxbin.022.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-24_maxbin.025.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-2_maxbin.021.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-3_maxbin.017.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-4_maxbin.022.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-6_maxbin.023.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-7_maxbin.018.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HC-8_maxbin.023.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-10_maxbin.029.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-11_maxbin.010.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-12_maxbin.022.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-17_maxbin.012.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-18_maxbin.020.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-1_maxbin.040.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-23_maxbin.008.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-24_maxbin.013.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-2_maxbin.020.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-3_maxbin.016.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-5_maxbin.015.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-6_maxbin.020.fasta.contigs.fa,103_1,0.020000000000000018,average,ANImf,103
human1_HV-12_maxbin.034.fasta.contigs.fa,104_1,0.020000000000000018,average,ANImf,104
human1_HV-2_maxbin.044.fasta.contigs.fa,104_1,0.020000000000000018,average,ANImf,104
human1_HV-6_maxbin.031.fasta.contigs.fa,104_1,0.020000000000000018,average,ANImf,104
human1_concoct_10_refined_2_Bin_4_10-contigs.fa,104_1,0.020000000000000018,average,ANImf,104
human1_HV-10_maxbin.012.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-11_maxbin.002.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-12_maxbin.006.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-17_maxbin.001.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-23_maxbin.001.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-24_maxbin.018.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-4_maxbin.001.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-5_maxbin.006.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HV-6_maxbin.010.fasta.contigs.fa,105_1,0.020000000000000018,average,ANImf,105
human1_HC-13_maxbin.005.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-14_maxbin.001.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-15_maxbin.023.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-18_maxbin.001.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-19_maxbin.017.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-1_maxbin.001.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-20_maxbin.012.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-21_maxbin.005.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-24_maxbin.008.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-2_maxbin.003.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-3_maxbin.007.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-7_maxbin.006.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HC-8_maxbin.011.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HV-11_maxbin.003.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HV-17_maxbin.003.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HV-23_maxbin.012.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HV-5_maxbin.002.fasta.contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_concoct_10_refined_2_Bin_4_5-contigs.fa,106_1,0.020000000000000018,average,ANImf,106
human1_HV-10_maxbin.015.fasta.contigs.fa,106_2,0.020000000000000018,average,ANImf,106
human1_HV-18_maxbin.003.fasta.contigs.fa,106_2,0.020000000000000018,average,ANImf,106
human1_HV-2_maxbin.007.fasta.contigs.fa,106_2,0.020000000000000018,average,ANImf,106
human1_HV-4_maxbin.002.fasta.contigs.fa,106_2,0.020000000000000018,average,ANImf,106
human1_HV-6_maxbin.002.fasta.contigs.fa,106_2,0.020000000000000018,average,ANImf,106
human1_D-1_maxbin.013.fasta.contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_HC-13_maxbin.015.fasta.contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_HC-14_maxbin.029.fasta_sub.contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_HC-2_maxbin.036.fasta.contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_HV-1_maxbin.037.fasta.contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,107_1,0.020000000000000018,average,ANImf,107
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,108_0,0.020000000000000018,average,ANImf,108
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,109_0,0.020000000000000018,average,ANImf,109
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,110_0,0.020000000000000018,average,ANImf,110
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,111_0,0.020000000000000018,average,ANImf,111
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,112_0,0.020000000000000018,average,ANImf,112
human1_D-1_maxbin.012.fasta.contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_HC-16_maxbin.028.fasta_sub.contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_HV-11_maxbin.017.fasta.contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_HV-17_maxbin.021.fasta.contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_HV-23_maxbin.028.fasta.contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_concoct_10_refined_2_Bin_3_7-contigs.fa,113_1,0.020000000000000018,average,ANImf,113
human1_concoct_10_refined_2_Bin_3_8_1-contigs.fa,114_0,0.020000000000000018,average,ANImf,114
human1_D-1_maxbin.026.fasta.contigs.fa,115_1,0.020000000000000018,average,ANImf,115
human1_HC-13_maxbin.020.fasta.contigs.fa,115_1,0.020000000000000018,average,ANImf,115
human1_concoct_10_refined_2_Bin_2_13-contigs.fa,116_0,0.020000000000000018,average,ANImf,116
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,117_0,0.020000000000000018,average,ANImf,117
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,118_0,0.020000000000000018,average,ANImf,118
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,119_0,0.020000000000000018,average,ANImf,119
human1_D-1_maxbin.018.fasta.contigs.fa,120_1,0.020000000000000018,average,ANImf,120
human1_HC-8_maxbin.021.fasta_sub.contigs.fa,120_1,0.020000000000000018,average,ANImf,120
human1_HV-17_maxbin.015.fasta.contigs.fa,120_1,0.020000000000000018,average,ANImf,120
human1_HV-18_maxbin.026.fasta.contigs.fa,120_1,0.020000000000000018,average,ANImf,120
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,121_0,0.020000000000000018,average,ANImf,121
human1_D-1_maxbin.027.fasta.contigs.fa,122_0,0.020000000000000018,average,ANImf,122
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,123_0,0.020000000000000018,average,ANImf,123
human1_HV-11_maxbin.015.fasta.contigs.fa,124_1,0.020000000000000018,average,ANImf,124
human1_HV-12_maxbin.028.fasta.contigs.fa,124_1,0.020000000000000018,average,ANImf,124
human1_HV-17_maxbin.016.fasta.contigs.fa,124_1,0.020000000000000018,average,ANImf,124
human1_HV-6_maxbin.034.fasta.contigs.fa,124_1,0.020000000000000018,average,ANImf,124
human1_HC-19_maxbin.021.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-21_maxbin.018.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-22_maxbin.019.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-23_maxbin.021.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-24_maxbin.023.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-3_maxbin.034.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-4_maxbin.037.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
human1_HC-6_maxbin.034.fasta.contigs.fa,125_1,0.020000000000000018,average,ANImf,125
