genome,completeness,contamination,strain_heterogeneity,length,N50,centrality
chicken1_D2_maxbin.039.fasta.contigs.fa,90.02,9.41,9.09,2838592,36165,0.9960511381818182
chicken1_D2_maxbin.041.fasta.contigs.fa,97.84,3.73,52.63,4614283,10095,0.9916150443333333
chicken1_D2_maxbin.042.fasta.contigs.fa,94.84,4.3,0.0,2978719,20702,0.9998036092592593
chicken1_D2_maxbin.044.fasta.contigs.fa,96.49,64.92,1.37,7599484,3668,0.0
chicken1_D2_maxbin.047.fasta.contigs.fa,67.03,2.2,16.67,2233282,4701,0.0
chicken1_D2_maxbin.050.fasta.contigs.fa,85.54,54.02,11.56,2026985,5739,0.0
chicken1_D2_maxbin.058.fasta.contigs.fa,88.1,42.66,7.14,5460520,2553,0.0
chicken1_D2_maxbin.059.fasta.contigs.fa,75.86,20.14,58.14,1808949,3760,0.0
chicken1_D2_maxbin.069.fasta.contigs.fa,76.54,1.84,27.27,2836666,3073,0.9996754995238094
chicken1_D2_metabat2.112.fa.contigs.fa,30.47,0.0,0.0,1133892,58343,0.0
chicken1_D2_metabat2.171.fa.contigs.fa,19.23,0.0,0.0,386118,134509,0.0
chicken1_D2_metabat2.36.fa.contigs.fa,27.52,0.0,0.0,477652,41885,0.0
chicken1_D2_metabat2.40.fa_sub.contigs.fa,12.66,0.0,0.0,917938,126406,0.0
chicken1_D2_metabat2.69.fa.contigs.fa,18.33,0.0,0.0,479811,57695,0.0
chicken1_D2_metabat2.76.fa.contigs.fa,64.39,0.0,0.0,1936360,34632,0.0
chicken1_D2_metabat2.77.fa.contigs.fa,29.11,0.0,0.0,722803,85522,0.0
chicken1_D30_maxbin.001.fasta.contigs.fa,77.02,1.61,0.0,2439241,69427,0.9992442488888889
chicken1_D30_maxbin.002.fasta.contigs.fa,88.78,7.37,0.0,2707928,102324,0.998457426
chicken1_D30_maxbin.003.fasta.contigs.fa,99.63,0.19,0.0,2631647,35431,0.99623717875
chicken1_D30_maxbin.004.fasta.contigs.fa,2.53,1.27,100.0,713989,9653,0.0
chicken1_D30_maxbin.006.fasta.contigs.fa,85.03,0.0,0.0,1863235,48570,0.999622512
chicken1_D30_maxbin.007.fasta.contigs.fa,95.59,9.65,8.7,3955044,31299,0.9982680150000001
chicken1_D30_maxbin.008.fasta_sub.contigs.fa,71.81,6.04,0.0,2122868,84890,0.997537
chicken1_D30_maxbin.010.fasta.contigs.fa,96.2,2.57,45.45,3734593,106269,0.998889635
chicken1_D30_maxbin.011.fasta.contigs.fa,90.94,4.64,31.58,2182913,65270,0.9980609639999999
chicken1_D30_maxbin.012.fasta.contigs.fa,84.18,0.0,0.0,2543702,75329,0.9969671573333333
chicken1_D30_maxbin.013.fasta.contigs.fa,68.46,2.01,33.33,1911706,82542,0.0
chicken1_D30_maxbin.015.fasta.contigs.fa,83.63,37.43,11.97,3493121,99524,0.0
chicken1_D30_maxbin.016.fasta.contigs.fa,62.64,4.39,13.33,2796539,49877,0.0
chicken1_D30_maxbin.017.fasta.contigs.fa,80.65,1.72,75.0,2899703,18891,0.9917368520000001
chicken1_D30_maxbin.018.fasta.contigs.fa,97.38,0.0,0.0,3097466,165234,0.9997798322222221
chicken1_D30_maxbin.019.fasta_sub.contigs.fa,10.77,1.8,25.0,2100838,13603,0.0
chicken1_D30_maxbin.020.fasta.contigs.fa,95.57,0.63,0.0,2879498,127523,0.9961090327272728
chicken1_D30_maxbin.021.fasta_sub.contigs.fa,72.48,4.24,33.33,2594958,21116,0.9887174044444446
chicken1_D30_maxbin.022.fasta.contigs.fa,87.63,6.72,93.75,3064944,52540,0.9974765441176471
chicken1_D30_maxbin.023.fasta_sub.contigs.fa,83.01,4.19,0.0,2488898,76191,0.9991896521875
chicken1_D30_maxbin.024.fasta.contigs.fa,88.61,6.33,16.67,3265958,62526,0.9984958063157897
chicken1_D30_maxbin.025.fasta.contigs.fa,98.66,2.01,0.0,2550072,53617,0.0
chicken1_D30_maxbin.026.fasta.contigs.fa,86.53,2.87,18.18,2849964,32408,0.9962086
chicken1_D30_maxbin.029.fasta.contigs.fa,76.48,4.5,7.14,3172862,8472,0.9944153177272729
chicken1_D30_maxbin.031.fasta_sub.contigs.fa,61.13,25.24,51.35,3725321,2749,0.0
chicken1_D30_maxbin.037.fasta.contigs.fa,1.29,0.08,25.0,124928,2156,0.0
chicken1_D30_maxbin.038.fasta_sub.contigs.fa,86.46,69.01,25.0,4424754,2880,0.0
chicken1_D30_maxbin.041.fasta.contigs.fa,7.82,0.0,0.0,184441,1832,0.0
chicken1_D30_maxbin.042.fasta.contigs.fa,76.48,21.0,39.22,1872686,1919,0.0
chicken1_D30_metabat2.20.fa.contigs.fa,7.72,0.0,0.0,206285,166238,0.0
chicken1_D30_metabat2.33.fa_sub.contigs.fa,69.3,0.63,100.0,1927140,9896,0.0
chicken1_D30_metabat2.40.fa.contigs.fa,52.28,0.89,100.0,1457321,10101,0.0
chicken1_D30_metabat2.64.fa.contigs.fa,18.96,0.67,0.0,902891,52707,0.0
chicken1_D30_metabat2.67.fa.contigs.fa,22.81,0.0,0.0,619035,33879,0.0
chicken1_D30_metabat2.79.fa.contigs.fa,12.42,0.0,0.0,408015,61331,0.0
chicken1_D31_maxbin.001.fasta.contigs.fa,30.92,0.03,100.0,1464119,30146,0.0
chicken1_D31_maxbin.002.fasta.contigs.fa,66.82,0.76,40.0,3265806,46097,0.0
chicken1_D31_maxbin.004.fasta.contigs.fa,76.19,1.36,0.0,1896603,100531,0.9987352166666666
chicken1_D31_maxbin.005.fasta.contigs.fa,100.0,0.0,0.0,4169459,195488,0.9999127507142858
chicken1_D31_maxbin.007.fasta.contigs.fa,77.34,0.89,0.0,1378908,59715,0.9999112267999999
chicken1_D31_maxbin.008.fasta.contigs.fa,92.95,0.0,0.0,2775547,33862,0.994775896097561
chicken1_D31_maxbin.010.fasta.contigs.fa,94.63,13.44,9.09,2706295,58607,0.9983666944999999
chicken1_D31_maxbin.011.fasta.contigs.fa,91.61,2.83,7.69,2852302,56781,0.9992638775000001
chicken1_D31_maxbin.012.fasta.contigs.fa,93.1,11.6,2.17,3001475,33780,0.9963737530769231
chicken1_D31_maxbin.013.fasta.contigs.fa,80.98,0.67,0.0,2791774,58730,0.9997207552380951
chicken1_D31_maxbin.015.fasta.contigs.fa,80.58,0.0,0.0,2391878,118488,0.998930375909091
chicken1_D31_maxbin.016.fasta.contigs.fa,74.19,0.81,0.0,1557359,47875,0.9993068316666667
chicken1_D31_maxbin.017.fasta.contigs.fa,93.37,5.74,24.24,3255280,54536,0.9972982042105263
chicken1_D31_maxbin.018.fasta.contigs.fa,96.84,8.41,4.35,3549190,101058,0.9990902159999999
chicken1_D31_maxbin.021.fasta.contigs.fa,90.94,0.69,0.0,2521330,91811,0.9994196159375
chicken1_D31_maxbin.023.fasta.contigs.fa,92.86,2.46,22.22,2217155,48570,0.9992894769999999
chicken1_D31_maxbin.024.fasta.contigs.fa,47.64,16.21,20.69,4670663,26974,0.0
chicken1_D31_maxbin.025.fasta.contigs.fa,94.74,7.89,8.33,3894067,50433,0.9982807533333333
chicken1_D31_maxbin.026.fasta.contigs.fa,96.2,6.12,0.0,3354016,74686,0.998402422631579
chicken1_D31_maxbin.027.fasta.contigs.fa,91.26,0.7,0.0,2018514,122953,0.9997428043478263
chicken1_D31_maxbin.033.fasta_sub.contigs.fa,48.51,13.87,0.0,2538043,26764,0.0
chicken1_D31_maxbin.035.fasta_sub.contigs.fa,76.03,6.64,7.41,4585497,127186,0.9987773333333333
chicken1_D31_maxbin.036.fasta.contigs.fa,87.34,1.58,0.0,3234544,71470,0.99878461
chicken1_D31_maxbin.037.fasta.contigs.fa,79.19,0.89,0.0,2043732,73958,0.999409295263158
chicken1_D31_maxbin.038.fasta.contigs.fa,68.03,0.68,0.0,1600118,46084,0.0
chicken1_D31_maxbin.039.fasta.contigs.fa,71.34,4.29,37.5,2001325,63128,0.998679965
chicken1_D31_maxbin.041.fasta.contigs.fa,94.3,3.38,10.0,2949161,58758,0.996899776
chicken1_D31_maxbin.042.fasta.contigs.fa,98.87,1.25,0.0,3476279,66583,0.9998026114285715
chicken1_D31_maxbin.043.fasta_sub.contigs.fa,76.54,1.31,0.0,2434448,52598,0.9995135077777779
chicken1_D31_maxbin.044.fasta.contigs.fa,79.44,8.39,9.09,2330120,52757,0.9993449299999999
chicken1_D31_maxbin.045.fasta.contigs.fa,88.37,21.95,1.72,2469343,20919,0.0
chicken1_D31_maxbin.046.fasta.contigs.fa,88.13,3.41,25.0,3307392,22316,0.9983522766666667
chicken1_D31_maxbin.048.fasta.contigs.fa,84.3,26.99,9.86,2685049,9438,0.0
chicken1_D31_maxbin.049.fasta.contigs.fa,24.35,2.25,0.0,3853540,2607,0.0
chicken1_D31_maxbin.050.fasta.contigs.fa,86.69,9.37,25.0,2816498,6920,0.995135225882353
chicken1_D31_maxbin.053.fasta.contigs.fa,96.49,53.26,0.0,3517739,7304,0.0
chicken1_D31_maxbin.056.fasta.contigs.fa,77.31,5.5,0.0,2528033,2506,0.0
chicken1_D31_metabat2.102.fa.contigs.fa,14.73,0.0,0.0,785455,75480,0.0
chicken1_D31_metabat2.129.fa.contigs.fa,33.49,0.0,0.0,712886,144933,0.0
chicken1_D31_metabat2.179.fa.contigs.fa,23.94,0.0,0.0,453538,150847,0.0
chicken1_D31_metabat2.60.fa.contigs.fa,20.6,0.0,0.0,659566,107089,0.0
chicken1_D31_metabat2.80.fa.contigs.fa,16.39,0.0,0.0,483317,264050,0.0
chicken1_D32_maxbin.001.fasta.contigs.fa,93.2,1.08,60.0,4577474,55126,0.9884128683333332
chicken1_D32_maxbin.002.fasta.contigs.fa,100.0,0.54,0.0,4229837,195488,0.9998965900000001
chicken1_D32_maxbin.003.fasta.contigs.fa,67.67,0.81,0.0,2185541,118452,0.0
chicken1_D32_maxbin.004.fasta.contigs.fa,95.16,0.0,0.0,1985010,176082,0.9997476233333332
chicken1_D32_maxbin.005.fasta.contigs.fa,76.61,1.61,50.0,1931912,48979,0.9991421655555554
chicken1_D32_maxbin.006.fasta.contigs.fa,97.59,1.5,0.0,4775856,65304,0.999547873076923
chicken1_D32_maxbin.007.fasta.contigs.fa,98.08,0.12,0.0,4046808,109696,0.999894010952381
chicken1_D32_maxbin.008.fasta.contigs.fa,95.95,0.34,100.0,2652481,113068,0.999144094
chicken1_D32_maxbin.009.fasta.contigs.fa,95.08,1.29,0.0,3624668,24245,0.9837545851219512
chicken1_D32_maxbin.010.fasta.contigs.fa,97.29,0.34,0.0,3533310,70738,0.9984403624999999
chicken1_D32_maxbin.011.fasta.contigs.fa,80.25,21.53,7.55,4644438,2844,0.0
chicken1_D33_maxbin.001.fasta.contigs.fa,93.57,1.43,77.78,4491450,45763,0.9885383676666667
chicken1_D33_maxbin.002.fasta.contigs.fa,92.54,0.0,0.0,2068338,155816,0.9996957433333332
chicken1_D33_maxbin.003.fasta.contigs.fa,100.0,0.54,0.0,4285285,195368,0.9999196373809524
chicken1_D33_maxbin.004.fasta.contigs.fa,97.39,1.5,0.0,4761838,69551,0.9995140069230769
chicken1_D33_maxbin.005.fasta.contigs.fa,78.23,7.26,31.25,2196440,48979,0.9993505683333335
chicken1_D33_maxbin.006.fasta.contigs.fa,67.67,0.0,0.0,2122284,107413,0.0
chicken1_D33_maxbin.007.fasta.contigs.fa,97.29,0.0,0.0,2752954,105393,0.9989610260000001
chicken1_D33_maxbin.008.fasta.contigs.fa,94.63,1.06,20.0,3419082,21855,0.9844269592682927
chicken1_D33_maxbin.009.fasta.contigs.fa,100.0,1.23,0.0,4178533,102126,0.9998570466666665
chicken1_D33_maxbin.010.fasta.contigs.fa,97.29,1.68,0.0,3571379,57694,0.9984606600000001
chicken1_D33_maxbin.011.fasta.contigs.fa,99.25,8.49,0.0,3767099,29935,0.99661352
chicken1_D33_maxbin.012.fasta.contigs.fa,96.55,36.14,12.96,4356759,3874,0.0
chicken1_D34_maxbin.001.fasta.contigs.fa,91.09,0.59,50.0,4285423,42009,0.9885506940000002
chicken1_D34_maxbin.002.fasta.contigs.fa,91.16,7.71,0.0,2784182,77169,0.9982349053333334
chicken1_D34_maxbin.004.fasta.contigs.fa,77.34,0.89,0.0,1470844,59705,0.9999260804000001
chicken1_D34_maxbin.005.fasta.contigs.fa,94.3,0.0,0.0,3225490,33962,0.9946924153658534
chicken1_D34_maxbin.006.fasta.contigs.fa,84.56,1.92,0.0,3191767,75433,0.9996929814285712
chicken1_D34_maxbin.007.fasta.contigs.fa,97.3,0.0,0.0,3982942,219713,0.9999282180952382
chicken1_D34_maxbin.008.fasta.contigs.fa,85.51,4.03,25.0,2822535,14839,0.9786692565384616
chicken1_D34_maxbin.009.fasta_sub.contigs.fa,77.59,8.62,5.56,3425123,93194,0.999914789047619
chicken1_D34_maxbin.010.fasta.contigs.fa,92.59,62.96,2.58,3746583,14879,0.0
chicken1_D34_maxbin.011.fasta_sub.contigs.fa,46.84,1.54,22.22,2301099,77048,0.0
chicken1_D34_maxbin.013.fasta.contigs.fa,73.79,0.81,0.0,1488489,43034,0.9989931877777776
chicken1_D34_maxbin.014.fasta.contigs.fa,92.73,2.39,0.0,3206011,64935,0.9987255045454546
chicken1_D34_maxbin.015.fasta.contigs.fa,11.76,0.0,0.0,3543965,9259,0.0
chicken1_D34_maxbin.016.fasta.contigs.fa,93.28,68.29,21.92,3270263,21286,0.0
chicken1_D34_maxbin.017.fasta.contigs.fa,77.96,11.07,26.09,2271915,51226,0.991320819
chicken1_D34_maxbin.018.fasta.contigs.fa,86.92,0.95,0.0,2784953,88151,0.9986917678947368
chicken1_D34_maxbin.019.fasta.contigs.fa,75.52,1.36,100.0,2744302,71732,0.99759142
chicken1_D34_maxbin.020.fasta.contigs.fa,87.07,0.8,0.0,2083690,51459,0.9994747749999998
chicken1_D34_maxbin.023.fasta.contigs.fa,89.93,3.98,0.0,2735357,79803,0.9991497490625
chicken1_D34_maxbin.024.fasta.contigs.fa,99.2,0.39,0.0,4610884,51827,0.9995167607692307
chicken1_D34_maxbin.025.fasta.contigs.fa,85.89,0.0,0.0,2469045,118524,0.998992530909091
chicken1_D34_maxbin.026.fasta.contigs.fa,88.83,2.61,36.36,3814651,19879,0.985183885
chicken1_D34_maxbin.028.fasta.contigs.fa,79.82,12.11,6.67,2964164,45943,0.9891196466666666
chicken1_D34_maxbin.029.fasta.contigs.fa,66.02,6.85,36.67,1960996,19559,0.0
chicken1_D34_maxbin.031.fasta.contigs.fa,92.41,0.0,0.0,2763765,103689,0.9948635286666667
chicken1_D34_maxbin.032.fasta.contigs.fa,86.77,3.06,0.0,5735780,85144,0.9995349092307693
chicken1_D34_maxbin.033.fasta.contigs.fa,80.27,2.72,60.0,1883901,86520,0.9993863861111111
chicken1_D34_maxbin.034.fasta.contigs.fa,86.58,0.67,0.0,2212064,92960,0.9991688078947369
chicken1_D34_maxbin.035.fasta.contigs.fa,97.38,0.56,0.0,2890330,128556,0.9998522337037037
chicken1_D34_maxbin.036.fasta.contigs.fa,92.66,7.08,0.0,2918885,71308,0.9993927100000003
chicken1_D34_maxbin.038.fasta.contigs.fa,73.6,4.19,0.0,1726718,47262,0.999543395
chicken1_D34_maxbin.042.fasta.contigs.fa,92.98,28.06,0.0,2799137,15685,0.0
chicken1_D34_maxbin.043.fasta_sub.contigs.fa,80.76,21.03,7.84,3394749,14140,0.0
chicken1_D34_maxbin.049.fasta.contigs.fa,26.26,5.26,0.0,3314643,2613,0.0
chicken1_D34_maxbin.054.fasta.contigs.fa,84.68,9.33,10.53,2625516,3309,0.99556131
chicken1_D34_maxbin.060.fasta.contigs.fa,36.51,5.91,0.0,1714562,1803,0.0
chicken1_D34_maxbin.062.fasta.contigs.fa,4.56,0.0,0.0,221770,1567,0.0
chicken1_D34_maxbin.063.fasta.contigs.fa,51.35,1.39,0.0,4108943,1978,0.0
chicken1_D34_metabat2.10.fa.contigs.fa,62.69,0.89,0.0,1563360,144933,0.0
chicken1_D34_metabat2.118.fa.contigs.fa,28.48,0.0,0.0,952068,116982,0.0
chicken1_D34_metabat2.143.fa.contigs.fa,19.45,0.0,0.0,505126,143525,0.0
chicken1_D34_metabat2.33.fa.contigs.fa,8.05,0.0,0.0,201249,53422,0.0
chicken1_D34_metabat2.51.fa.contigs.fa,37.23,3.45,50.0,1552879,23252,0.0
chicken1_D34_metabat2.79.fa_sub.contigs.fa,53.22,0.0,0.0,1223609,8184,0.0
chicken1_D35_maxbin.002.fasta.contigs.fa,55.78,0.23,0.0,1740493,61973,0.0
chicken1_D35_maxbin.004.fasta.contigs.fa,100.0,0.0,0.0,4056877,195488,0.999911226190476
chicken1_D35_maxbin.006.fasta.contigs.fa,92.45,2.68,0.0,2196757,77639,0.9987595820000001
chicken1_D35_maxbin.007.fasta.contigs.fa,96.0,0.45,57.14,4532605,48625,0.9938399336666667
chicken1_D35_maxbin.008.fasta.contigs.fa,94.63,3.65,4.55,3722726,52391,0.9987730390000001
chicken1_D35_maxbin.009.fasta.contigs.fa,80.51,2.32,57.14,2156612,38198,0.9964399
chicken1_D35_maxbin.010.fasta.contigs.fa,77.34,0.89,0.0,1465845,59715,0.999882676
chicken1_D35_maxbin.011.fasta.contigs.fa,94.3,0.0,0.0,2588144,38601,0.9952229702439025
chicken1_D35_maxbin.012.fasta.contigs.fa,97.38,6.55,0.0,3799813,158971,0.9998033596296296
chicken1_D35_maxbin.013.fasta.contigs.fa,92.49,6.51,45.0,3338504,58372,0.9958968747368422
chicken1_D35_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2398011,138674,0.9989113909090908
chicken1_D35_maxbin.016.fasta.contigs.fa,97.32,3.69,0.0,2584584,88491,0.9981981411538461
chicken1_D35_maxbin.017.fasta.contigs.fa,83.0,0.0,0.0,2381161,80180,0.9997461285714286
chicken1_D35_maxbin.018.fasta.contigs.fa,85.27,8.52,10.0,2625974,75674,0.9965738016666666
chicken1_D35_maxbin.020.fasta.contigs.fa,74.65,1.57,0.0,2257338,76947,0.9997391471428572
chicken1_D35_maxbin.021.fasta.contigs.fa,98.08,0.0,0.0,3822771,126636,0.9999364928571429
chicken1_D35_maxbin.022.fasta.contigs.fa,91.61,0.69,0.0,2533568,79733,0.999348525625
chicken1_D35_maxbin.023.fasta.contigs.fa,77.59,51.21,15.91,3072996,49861,0.0
chicken1_D35_maxbin.024.fasta.contigs.fa,72.15,1.34,0.0,1794236,43925,0.992462854
chicken1_D35_maxbin.027.fasta.contigs.fa,96.49,41.39,13.04,4773941,85848,0.0
chicken1_D35_maxbin.028.fasta.contigs.fa,91.77,0.95,100.0,2203073,22031,0.9846979336363636
chicken1_D35_maxbin.029.fasta.contigs.fa,90.51,28.49,12.5,4246666,52042,0.0
chicken1_D35_maxbin.032.fasta.contigs.fa,81.88,17.55,0.0,2751179,43145,0.998726098888889
chicken1_D35_maxbin.033.fasta.contigs.fa,72.79,1.33,50.0,1704291,78281,0.9992934005555555
chicken1_D35_maxbin.034.fasta.contigs.fa,64.21,0.1,0.0,1936140,46787,0.0
chicken1_D35_maxbin.035.fasta.contigs.fa,91.14,2.25,25.0,2834481,45460,0.9995339229999999
chicken1_D35_maxbin.036.fasta.contigs.fa,86.35,14.65,0.0,2176786,25023,0.999535325
chicken1_D35_maxbin.037.fasta_sub.contigs.fa,74.0,14.19,0.0,1993162,28476,0.9994504117391303
chicken1_D35_maxbin.040.fasta.contigs.fa,90.24,14.65,2.44,2198226,8818,0.9992424080000001
chicken1_D35_maxbin.042.fasta.contigs.fa,4.29,0.36,0.0,212298,2867,0.0
chicken1_D35_maxbin.061.fasta_sub.contigs.fa,85.53,87.76,3.11,5035226,2256,0.0
chicken1_D35_maxbin.069.fasta.contigs.fa,3.25,0.32,28.57,259135,1591,0.0
chicken1_D35_maxbin.070.fasta.contigs.fa,31.06,0.36,0.0,861276,1525,0.0
chicken1_D35_metabat2.101.fa_sub.contigs.fa,35.44,0.0,0.0,744374,24862,0.0
chicken1_D35_metabat2.107.fa.contigs.fa,72.68,0.63,33.33,2377922,15933,0.998671725
chicken1_D35_metabat2.120.fa_sub.contigs.fa,63.72,3.12,0.0,1813175,10017,0.0
chicken1_D35_metabat2.4.fa.contigs.fa,3.02,0.0,0.0,384459,137947,0.0
chicken1_D35_metabat2.43.fa.contigs.fa,24.48,0.0,0.0,393507,55421,0.0
chicken1_D36_maxbin.001.fasta.contigs.fa,73.13,2.27,0.0,2612871,100589,0.9985826033333333
chicken1_D36_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,4071800,219701,0.9999271388095237
chicken1_D36_maxbin.005.fasta.contigs.fa,25.47,0.15,100.0,1162146,79412,0.0
chicken1_D36_maxbin.008.fasta.contigs.fa,52.62,2.01,0.0,1301662,63313,0.0
chicken1_D36_maxbin.009.fasta.contigs.fa,60.34,2.35,13.33,1271158,63107,0.0
chicken1_D36_maxbin.011.fasta.contigs.fa,76.78,21.7,11.11,2135259,93610,0.0
chicken1_D36_maxbin.012.fasta.contigs.fa,91.28,0.13,0.0,2682952,56781,0.9993899704999999
chicken1_D36_maxbin.013.fasta.contigs.fa,97.32,2.01,0.0,3218805,68218,0.9968715534615384
chicken1_D36_maxbin.014.fasta.contigs.fa,93.29,0.89,50.0,2369717,24817,0.995309924878049
chicken1_D36_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2394028,113968,0.999019823181818
chicken1_D36_maxbin.017.fasta.contigs.fa,89.04,0.0,0.0,2585828,68221,0.9998349523809524
chicken1_D36_maxbin.019.fasta.contigs.fa,100.0,0.82,0.0,3880062,126440,0.9999257238095238
chicken1_D36_maxbin.020.fasta.contigs.fa,97.38,1.81,0.0,3220337,142780,0.9998029203703703
chicken1_D36_maxbin.021.fasta.contigs.fa,89.09,49.71,18.33,3673766,25141,0.0
chicken1_D36_maxbin.022.fasta.contigs.fa,86.24,31.1,2.41,2526451,31776,0.0
chicken1_D36_maxbin.023.fasta.contigs.fa,28.19,3.33,16.67,2853316,11078,0.0
chicken1_D36_maxbin.024.fasta.contigs.fa,69.62,2.53,0.0,2962677,85577,0.0
chicken1_D36_maxbin.025.fasta.contigs.fa,88.22,56.75,89.74,4580795,42047,0.0
chicken1_D36_maxbin.027.fasta.contigs.fa,87.25,0.82,0.0,2521015,56493,0.9993815084375
chicken1_D36_maxbin.029.fasta.contigs.fa,97.16,12.18,27.12,2273531,42615,0.9994482699999999
chicken1_D36_maxbin.030.fasta.contigs.fa,78.91,4.76,0.0,1915421,40387,0.9993763266666666
chicken1_D36_maxbin.031.fasta.contigs.fa,94.53,12.19,3.33,2576012,49082,0.9829203518181818
chicken1_D36_maxbin.032.fasta.contigs.fa,76.79,3.82,10.0,2311520,36644,0.9989219294736843
chicken1_D36_maxbin.033.fasta.contigs.fa,81.21,23.08,3.28,2699181,31926,0.0
chicken1_D36_maxbin.034.fasta.contigs.fa,87.7,63.66,2.15,4239702,19757,0.0
chicken1_D36_maxbin.040.fasta.contigs.fa,14.0,2.12,16.67,1029305,9278,0.0
chicken1_D36_maxbin.041.fasta_sub.contigs.fa,27.73,7.06,29.41,1252745,5974,0.0
chicken1_D36_maxbin.054.fasta.contigs.fa,93.92,62.05,2.72,3473251,4396,0.0
chicken1_D36_maxbin.063.fasta.contigs.fa,67.55,6.45,6.25,1558638,2136,0.0
chicken1_D36_metabat2.115.fa.contigs.fa,23.19,0.0,0.0,438559,30647,0.0
chicken1_D36_metabat2.161.fa.contigs.fa,26.85,0.0,0.0,619126,83949,0.0
chicken1_D36_metabat2.67.fa_sub.contigs.fa,61.88,1.75,0.0,2003652,11792,0.0
chicken1_D36_metabat2.73.fa_sub.contigs.fa,22.56,0.0,0.0,727749,30688,0.0
chicken1_D36_metabat2.93.fa.contigs.fa,13.95,0.5,66.67,336818,11883,0.0
chicken1_D37_maxbin.001.fasta.contigs.fa,43.14,0.26,85.71,1862645,21921,0.0
chicken1_D37_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,3986837,224039,0.999937410952381
chicken1_D37_maxbin.006.fasta.contigs.fa,97.93,1.5,0.0,4754500,64027,0.9995214915384616
chicken1_D37_maxbin.007.fasta.contigs.fa,100.0,0.41,0.0,3971536,109696,0.9998341123809524
chicken1_D37_maxbin.009.fasta.contigs.fa,77.21,0.57,0.0,2117275,115728,0.9988375873333332
chicken1_D37_maxbin.010.fasta.contigs.fa,86.35,0.13,0.0,2511916,77418,0.999743821904762
chicken1_D37_maxbin.011.fasta.contigs.fa,96.49,8.77,0.0,4080904,31108,0.994340025609756
chicken1_D37_maxbin.012.fasta.contigs.fa,91.48,9.19,46.67,3203969,68122,0.9974643763157894
chicken1_D37_maxbin.013.fasta.contigs.fa,77.34,2.24,0.0,1592167,59706,0.9998928712
chicken1_D37_maxbin.014.fasta.contigs.fa,76.88,6.83,0.0,5793931,96381,0.9995581415384618
chicken1_D37_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2422814,123843,0.9990243959090909
chicken1_D37_maxbin.016.fasta_sub.contigs.fa,77.8,28.24,8.33,2659931,12737,0.0
chicken1_D37_maxbin.018.fasta.contigs.fa,66.6,1.57,0.0,1915701,76646,0.0
chicken1_D37_maxbin.019.fasta.contigs.fa,91.11,4.47,0.0,2806099,56781,0.9992585425000001
chicken1_D37_maxbin.020.fasta.contigs.fa,89.56,8.38,71.43,3803875,7971,0.9866805116666666
chicken1_D37_maxbin.022.fasta.contigs.fa,97.38,1.37,20.0,2856877,159172,0.9998157581481482
chicken1_D37_maxbin.023.fasta.contigs.fa,90.88,4.81,72.73,2177801,11896,0.9948808753846154
chicken1_D37_maxbin.024.fasta_sub.contigs.fa,65.1,11.12,7.14,1684526,32861,0.0
chicken1_D37_maxbin.025.fasta.contigs.fa,90.27,1.36,0.0,2530623,93664,0.999439918125
chicken1_D37_maxbin.027.fasta.contigs.fa,88.61,6.16,8.33,5439281,77970,0.0
chicken1_D37_maxbin.029.fasta.contigs.fa,45.57,11.21,9.09,3880313,15051,0.0
chicken1_D37_maxbin.033.fasta.contigs.fa,62.49,0.83,40.0,2022403,34012,0.0
chicken1_D37_maxbin.034.fasta.contigs.fa,68.42,17.35,10.34,1928456,60429,0.0
chicken1_D37_maxbin.036.fasta.contigs.fa,98.28,10.5,0.0,2249671,62692,0.9997622304347827
chicken1_D37_maxbin.037.fasta.contigs.fa,84.29,6.94,21.05,2100189,31736,0.9993453983333332
chicken1_D37_maxbin.038.fasta.contigs.fa,77.18,4.7,0.0,2438049,28955,0.9984952266666666
chicken1_D37_maxbin.043.fasta.contigs.fa,90.38,13.38,2.7,2276814,14794,0.99942405
chicken1_D37_maxbin.045.fasta.contigs.fa,98.89,64.3,2.46,6062550,8460,0.0
chicken1_D37_maxbin.048.fasta.contigs.fa,76.49,2.8,0.0,2065717,10080,0.9991756536842107
chicken1_D37_maxbin.056.fasta_sub.contigs.fa,59.28,54.34,7.55,4173227,2466,0.0
chicken1_D37_maxbin.057.fasta.contigs.fa,82.93,23.76,6.06,3682114,4650,0.0
chicken1_D37_maxbin.062.fasta.contigs.fa,83.37,27.45,7.79,3108728,3535,0.0
chicken1_D37_maxbin.063.fasta.contigs.fa,79.99,38.67,37.75,2918348,3154,0.0
chicken1_D37_maxbin.065.fasta.contigs.fa,91.45,69.93,0.49,3472517,2499,0.0
chicken1_D37_maxbin.067.fasta.contigs.fa,50.79,4.63,6.9,4222326,1844,0.0
chicken1_D37_metabat2.119.fa.contigs.fa,52.66,7.76,60.0,1455462,9180,0.0
chicken1_D37_metabat2.12.fa.contigs.fa,11.97,0.0,0.0,464001,52889,0.0
chicken1_D37_metabat2.49.fa.contigs.fa,32.04,1.68,0.0,757246,11044,0.0
chicken1_D37_metabat2.53.fa.contigs.fa,7.31,0.0,0.0,562699,56711,0.0
