genome,completeness,contamination,strain_heterogeneity,length,N50
chicken1_D15_maxbin.037.fasta_sub.contigs.fa,48.21,19.4,0.0,1567789,3899
chicken1_D15_maxbin.038.fasta.contigs.fa,77.69,9.38,0.0,1725068,9646
chicken1_D15_maxbin.040.fasta.contigs.fa,81.27,9.96,20.0,3904429,4244
chicken1_D15_maxbin.043.fasta.contigs.fa,94.83,54.0,3.12,6945041,4553
chicken1_D15_maxbin.044.fasta.contigs.fa,25.86,1.1,0.0,792365,3677
chicken1_D15_maxbin.052.fasta.contigs.fa,71.64,38.61,0.0,3636551,2259
chicken1_D15_maxbin.056.fasta.contigs.fa,46.55,1.82,0.0,1352495,2099
chicken1_D15_maxbin.057.fasta.contigs.fa,46.14,2.34,0.0,1641690,1678
chicken1_D15_metabat2.113.fa.contigs.fa,5.68,0.0,0.0,241094,143617
chicken1_D15_metabat2.19.fa_sub.contigs.fa,27.52,0.02,100.0,819507,90200
chicken1_D15_metabat2.62.fa.contigs.fa,10.88,0.0,0.0,329137,206308
chicken1_D15_metabat2.77.fa.contigs.fa,5.17,0.0,0.0,423351,26682
chicken1_D15_metabat2.87.fa_sub.contigs.fa,51.88,0.0,0.0,1985961,15385
chicken1_D15_metabat2.92.fa.contigs.fa,72.16,1.32,50.0,2045997,9238
chicken1_D16_maxbin.001.fasta.contigs.fa,74.15,6.35,5.88,1873524,98904
chicken1_D16_maxbin.003.fasta.contigs.fa,52.41,0.04,28.57,2518973,316042
chicken1_D16_maxbin.004.fasta.contigs.fa,81.12,0.05,0.0,2202859,83454
chicken1_D16_maxbin.005.fasta.contigs.fa,60.6,4.36,0.0,2233348,67709
chicken1_D16_maxbin.006.fasta_sub.contigs.fa,91.06,1.27,0.0,4242726,66397
chicken1_D16_maxbin.008.fasta.contigs.fa,97.47,0.86,40.0,2936837,93462
chicken1_D16_maxbin.009.fasta.contigs.fa,93.04,0.67,0.0,2247872,85958
chicken1_D16_maxbin.011.fasta.contigs.fa,2.06,0.0,0.0,1425117,12930
chicken1_D16_maxbin.012.fasta.contigs.fa,82.72,0.0,0.0,2152765,57590
chicken1_D16_maxbin.013.fasta.contigs.fa,94.09,3.31,0.0,3559269,69501
chicken1_D16_maxbin.014.fasta.contigs.fa,76.61,1.61,0.0,1642412,36843
chicken1_D16_maxbin.015.fasta.contigs.fa,95.3,10.6,51.61,3500174,118259
chicken1_D16_maxbin.016.fasta.contigs.fa,95.57,0.95,0.0,2747958,128806
chicken1_D16_maxbin.017.fasta.contigs.fa,92.95,0.69,0.0,2631270,56245
chicken1_D16_maxbin.018.fasta.contigs.fa,89.92,0.43,0.0,2049892,87991
chicken1_D16_maxbin.021.fasta.contigs.fa,51.55,0.0,0.0,1536003,147969
chicken1_D16_maxbin.022.fasta.contigs.fa,95.88,0.5,0.0,3020608,100951
chicken1_D16_maxbin.023.fasta.contigs.fa,91.73,16.77,0.0,3638087,35926
chicken1_D16_maxbin.024.fasta.contigs.fa,89.23,10.47,1.67,7832455,31085
chicken1_D16_maxbin.026.fasta.contigs.fa,94.9,52.48,10.73,7483433,6349
chicken1_D16_maxbin.028.fasta.contigs.fa,95.5,1.98,0.0,3927995,9756
chicken1_D16_maxbin.035.fasta.contigs.fa,59.61,25.36,4.6,3504653,1587
chicken1_D16_metabat2.105.fa.contigs.fa,7.59,0.0,0.0,278316,102070
chicken1_D16_metabat2.29.fa.contigs.fa,10.29,0.0,0.0,308629,73610
chicken1_D16_metabat2.39.fa_sub.contigs.fa,84.71,2.51,25.0,2604139,17583
chicken1_D16_metabat2.84.fa.contigs.fa,10.13,0.0,0.0,443852,239440
chicken1_D17_maxbin.001.fasta.contigs.fa,91.16,3.26,0.0,3121474,86402
chicken1_D17_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,4031929,224039
chicken1_D17_maxbin.003.fasta.contigs.fa,72.22,0.77,50.0,3231888,18597
chicken1_D17_maxbin.005.fasta.contigs.fa,77.34,0.89,0.0,1378352,60555
chicken1_D17_maxbin.007.fasta.contigs.fa,97.99,6.6,0.0,2426421,77680
chicken1_D17_maxbin.011.fasta.contigs.fa,93.96,0.0,0.0,2504674,40429
chicken1_D17_maxbin.012.fasta.contigs.fa,95.3,3.52,0.0,2651865,74395
chicken1_D17_maxbin.016.fasta.contigs.fa,81.71,5.37,0.0,1816144,80837
chicken1_D17_maxbin.017.fasta.contigs.fa,84.56,0.0,0.0,2330342,80201
chicken1_D17_maxbin.018.fasta.contigs.fa,81.66,3.36,0.0,2480501,67739
chicken1_D17_maxbin.019.fasta.contigs.fa,93.4,1.08,33.33,2539935,30058
chicken1_D17_maxbin.020.fasta.contigs.fa,71.25,0.67,0.0,1725455,51814
chicken1_D17_maxbin.021.fasta.contigs.fa,29.21,1.49,41.67,2102195,26885
chicken1_D17_maxbin.022.fasta.contigs.fa,89.14,1.34,0.0,2140325,30117
chicken1_D17_maxbin.024.fasta.contigs.fa,85.42,4.37,11.11,3977676,54254
chicken1_D17_maxbin.025.fasta.contigs.fa,78.48,42.09,0.0,5167784,57501
chicken1_D17_maxbin.026.fasta.contigs.fa,85.03,1.36,50.0,2125429,88996
chicken1_D17_maxbin.027.fasta.contigs.fa,92.39,1.47,0.0,2839537,64476
chicken1_D17_maxbin.028.fasta.contigs.fa,60.13,1.33,0.0,1909622,85397
chicken1_D17_maxbin.029.fasta.contigs.fa,73.82,11.05,35.9,3257487,66326
chicken1_D17_maxbin.030.fasta.contigs.fa,85.23,3.58,0.0,2526475,55910
chicken1_D17_maxbin.031.fasta_sub.contigs.fa,46.52,3.51,0.0,1618109,57043
chicken1_D17_maxbin.032.fasta.contigs.fa,92.28,1.36,0.0,2560835,79735
chicken1_D17_maxbin.033.fasta.contigs.fa,92.26,22.87,16.67,3364727,30695
chicken1_D17_maxbin.035.fasta_sub.contigs.fa,57.19,6.23,0.0,1526582,65625
chicken1_D17_maxbin.039.fasta.contigs.fa,86.91,0.67,0.0,2175645,46753
chicken1_D17_maxbin.040.fasta.contigs.fa,97.84,26.38,6.15,4033985,57531
chicken1_D17_maxbin.041.fasta.contigs.fa,100.0,4.25,16.67,3510177,23682
chicken1_D17_maxbin.043.fasta.contigs.fa,83.92,11.42,5.26,1858812,63771
chicken1_D17_maxbin.046.fasta.contigs.fa,80.42,19.35,27.08,3681013,20687
chicken1_D17_maxbin.047.fasta.contigs.fa,84.66,21.9,3.33,8983496,20280
chicken1_D17_maxbin.054.fasta_sub.contigs.fa,77.13,24.29,3.41,2772029,9876
chicken1_D17_maxbin.055.fasta_sub.contigs.fa,66.8,16.63,0.0,2071457,11083
chicken1_D17_maxbin.056.fasta.contigs.fa,82.45,6.77,0.0,4632756,15152
chicken1_D17_maxbin.072.fasta_sub.contigs.fa,14.17,1.61,10.0,1692025,2128
chicken1_D17_maxbin.077.fasta.contigs.fa,68.65,22.74,41.18,2289056,1762
chicken1_D17_metabat2.103.fa_sub.contigs.fa,63.79,0.0,0.0,1368263,31773
chicken1_D17_metabat2.109.fa.contigs.fa,56.37,4.0,10.0,1474149,8295
chicken1_D17_metabat2.110.fa.contigs.fa,35.13,0.0,0.0,917214,16621
chicken1_D17_metabat2.154.fa.contigs.fa,46.55,0.0,0.0,848084,149121
chicken1_D17_metabat2.175.fa.contigs.fa,30.94,0.0,0.0,524738,53531
chicken1_D17_metabat2.71.fa.contigs.fa,17.2,0.81,100.0,523949,14266
chicken1_D17_metabat2.78.fa.contigs.fa,14.26,0.0,0.0,250600,156372
chicken1_D18_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3958501,198342
chicken1_D18_maxbin.002.fasta.contigs.fa,77.02,0.0,0.0,2435004,113971
chicken1_D18_maxbin.003.fasta.contigs.fa,92.67,0.0,0.0,1928086,65308
chicken1_D18_maxbin.004.fasta.contigs.fa,94.63,2.35,0.0,2890868,26952
chicken1_D18_maxbin.005.fasta.contigs.fa,89.85,0.03,0.0,2368010,94641
chicken1_D18_maxbin.007.fasta.contigs.fa,99.77,3.93,21.28,5298452,37627
chicken1_D18_maxbin.008.fasta.contigs.fa,96.55,45.11,8.0,2814692,30008
chicken1_D19_maxbin.001.fasta.contigs.fa,50.26,0.0,0.0,1512234,68077
chicken1_D19_maxbin.003.fasta.contigs.fa,3.36,0.0,0.0,707548,11878
chicken1_D19_maxbin.004.fasta.contigs.fa,100.0,0.0,0.0,3982352,219622
chicken1_D19_maxbin.005.fasta.contigs.fa,54.31,0.35,33.33,2462230,26407
chicken1_D19_maxbin.006.fasta.contigs.fa,94.93,12.89,22.22,4365233,52591
chicken1_D19_maxbin.008.fasta.contigs.fa,87.31,1.93,20.0,3427274,9745
chicken1_D19_maxbin.009.fasta.contigs.fa,60.11,4.92,0.0,1543109,59708
chicken1_D19_maxbin.010.fasta.contigs.fa,71.3,16.33,0.0,1989977,76947
chicken1_D19_maxbin.011.fasta.contigs.fa,65.77,4.03,0.0,1930099,74777
chicken1_D19_maxbin.012.fasta.contigs.fa,93.62,0.67,0.0,3037707,38028
chicken1_D19_maxbin.014.fasta.contigs.fa,78.65,6.88,7.69,3910881,41365
chicken1_D19_maxbin.016.fasta.contigs.fa,79.64,2.68,0.0,2655113,67739
chicken1_D19_maxbin.017.fasta.contigs.fa,16.73,3.95,88.89,3343508,10562
chicken1_D19_maxbin.018.fasta.contigs.fa,87.69,6.08,6.25,4012520,38389
chicken1_D19_maxbin.019.fasta.contigs.fa,90.38,4.19,0.0,2564536,80577
chicken1_D19_maxbin.020.fasta.contigs.fa,93.4,4.38,0.0,3048286,40716
chicken1_D19_maxbin.021.fasta.contigs.fa,82.99,2.04,25.0,1975417,56147
chicken1_D19_maxbin.022.fasta.contigs.fa,92.88,0.37,100.0,2869323,127751
chicken1_D19_maxbin.026.fasta.contigs.fa,92.28,4.05,0.0,2539813,83334
chicken1_D19_maxbin.030.fasta.contigs.fa,96.2,42.97,0.0,4530592,78782
chicken1_D19_maxbin.034.fasta_sub.contigs.fa,53.1,10.1,46.34,1782093,7122
chicken1_D19_maxbin.036.fasta.contigs.fa,78.1,3.27,0.0,2200862,26323
chicken1_D19_maxbin.037.fasta_sub.contigs.fa,67.76,22.81,28.57,2440072,29469
chicken1_D19_maxbin.039.fasta.contigs.fa,82.42,2.72,34.78,2760810,28852
chicken1_D19_maxbin.040.fasta.contigs.fa,93.4,7.55,77.78,2949704,10502
chicken1_D19_maxbin.043.fasta.contigs.fa,93.81,1.36,16.67,4247011,7604
chicken1_D19_maxbin.045.fasta.contigs.fa,47.92,14.34,47.46,1941489,3901
chicken1_D19_maxbin.046.fasta.contigs.fa,82.52,27.12,25.0,2614242,7892
chicken1_D19_maxbin.047.fasta.contigs.fa,37.08,20.31,4.42,5665800,3378
chicken1_D19_maxbin.049.fasta_sub.contigs.fa,51.1,24.0,5.21,3626513,2612
chicken1_D19_maxbin.053.fasta_sub.contigs.fa,74.13,28.03,19.23,2771477,3536
chicken1_D19_maxbin.054.fasta.contigs.fa,95.34,6.58,5.0,3893925,6415
chicken1_D19_maxbin.062.fasta.contigs.fa,74.06,35.85,1.01,3207273,2010
chicken1_D19_metabat2.100.fa.contigs.fa,19.63,0.0,0.0,694211,12898
chicken1_D19_metabat2.110.fa.contigs.fa,34.46,0.0,0.0,552963,20909
chicken1_D19_metabat2.115.fa.contigs.fa,37.75,0.0,0.0,589511,85328
chicken1_D19_metabat2.129.fa_sub.contigs.fa,11.99,2.51,100.0,262614,10193
chicken1_D19_metabat2.165.fa.contigs.fa,29.03,0.0,0.0,881577,25258
chicken1_D19_metabat2.32.fa.contigs.fa,7.58,0.0,0.0,368098,39502
chicken1_D19_metabat2.36.fa_sub.contigs.fa,8.86,0.0,0.0,336842,170267
chicken1_D19_metabat2.4.fa.contigs.fa,17.13,0.0,0.0,366079,81642
chicken1_D19_metabat2.93.fa_sub.contigs.fa,59.65,0.0,0.0,1902477,21724
chicken1_D1_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3951846,191553
chicken1_D1_maxbin.002.fasta.contigs.fa,43.84,0.42,40.0,2464194,67583
chicken1_D1_maxbin.003.fasta.contigs.fa,88.1,0.23,0.0,2435580,98904
chicken1_D1_maxbin.006.fasta.contigs.fa,67.56,1.47,0.0,2161889,64600
chicken1_D1_maxbin.008.fasta.contigs.fa,95.64,32.99,1.23,4750510,55868
chicken1_D1_maxbin.009.fasta.contigs.fa,77.34,1.57,0.0,1467869,59707
chicken1_D1_maxbin.010.fasta.contigs.fa,97.99,32.83,1.33,3255424,67752
chicken1_D1_maxbin.011.fasta.contigs.fa,72.11,0.68,0.0,1652533,53041
chicken1_D1_maxbin.012.fasta.contigs.fa,87.36,1.58,0.0,4384792,84310
chicken1_D1_maxbin.013.fasta.contigs.fa,88.95,5.03,80.0,3320092,69328
chicken1_D1_maxbin.015.fasta.contigs.fa,85.09,24.91,69.84,2624244,6256
chicken1_D1_maxbin.016.fasta.contigs.fa,96.23,42.68,1.45,4690863,15060
chicken1_D1_maxbin.019.fasta.contigs.fa,90.77,16.08,0.0,4891181,17368
chicken1_D1_maxbin.020.fasta.contigs.fa,98.28,11.91,0.0,3322337,25033
chicken1_D1_maxbin.021.fasta.contigs.fa,94.3,4.02,0.0,3131880,11739
chicken1_D1_maxbin.022.fasta.contigs.fa,90.87,5.05,0.0,2181327,8272
chicken1_D1_maxbin.026.fasta.contigs.fa,88.91,7.81,10.0,1854502,7711
chicken1_D1_maxbin.027.fasta.contigs.fa,38.47,10.69,6.9,4334761,2322
chicken1_D1_maxbin.029.fasta.contigs.fa,90.94,16.93,1.82,4334821,4513
chicken1_D1_maxbin.031.fasta.contigs.fa,78.53,4.03,12.5,2023610,4032
chicken1_D1_maxbin.034.fasta.contigs.fa,60.71,9.54,9.09,1711607,1980
chicken1_D1_metabat2.22.fa.contigs.fa,54.65,0.0,0.0,1643700,25143
chicken1_D1_metabat2.25.fa.contigs.fa,51.62,0.0,0.0,1756949,8688
chicken1_D1_metabat2.34.fa.contigs.fa,39.91,2.34,25.0,1160294,23021
chicken1_D1_metabat2.46.fa_sub.contigs.fa,56.0,1.68,66.67,1481305,17621
chicken1_D20_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4021976,219558
chicken1_D20_maxbin.002.fasta.contigs.fa,89.46,3.63,0.0,3061732,77865
chicken1_D20_maxbin.003.fasta.contigs.fa,94.03,1.56,39.13,4482023,19057
chicken1_D20_maxbin.005.fasta.contigs.fa,93.29,4.03,0.0,3422137,56084
chicken1_D20_maxbin.007.fasta.contigs.fa,98.05,2.95,41.67,3495144,88985
chicken1_D20_maxbin.008.fasta.contigs.fa,94.3,2.95,0.0,3479565,37139
chicken1_D20_maxbin.009.fasta.contigs.fa,68.92,5.37,22.22,2758219,39723
chicken1_D20_maxbin.010.fasta.contigs.fa,80.54,4.47,0.0,3176173,55012
chicken1_D20_maxbin.011.fasta.contigs.fa,11.23,0.29,0.0,2161422,14500
chicken1_D20_maxbin.012.fasta.contigs.fa,85.56,3.58,45.45,3617250,21347
chicken1_D20_maxbin.013.fasta.contigs.fa,86.21,9.26,30.0,2337428,54757
chicken1_D20_maxbin.014.fasta.contigs.fa,95.28,1.55,0.0,2697880,50584
chicken1_D20_maxbin.015.fasta.contigs.fa,88.59,2.01,0.0,2663461,55685
chicken1_D20_maxbin.016.fasta.contigs.fa,78.47,3.3,85.71,1809475,13217
chicken1_D20_maxbin.018.fasta.contigs.fa,97.76,0.39,0.0,4457412,48681
chicken1_D20_maxbin.019.fasta_sub.contigs.fa,66.94,6.82,0.0,1532579,63313
chicken1_D20_maxbin.020.fasta.contigs.fa,20.93,3.8,31.25,2862921,9911
chicken1_D20_maxbin.021.fasta.contigs.fa,98.28,19.87,1.82,2852819,83457
chicken1_D20_maxbin.022.fasta_sub.contigs.fa,85.96,15.79,33.33,3296498,57665
chicken1_D20_maxbin.023.fasta.contigs.fa,82.76,5.44,20.0,1977397,57843
chicken1_D20_maxbin.024.fasta.contigs.fa,94.94,18.35,1.69,3864387,77157
chicken1_D20_maxbin.026.fasta.contigs.fa,63.61,4.03,28.57,2044162,28869
chicken1_D20_maxbin.028.fasta.contigs.fa,89.86,5.24,0.0,1916979,112018
chicken1_D20_maxbin.029.fasta.contigs.fa,88.68,11.87,3.57,2698535,60202
chicken1_D20_maxbin.030.fasta.contigs.fa,81.99,1.75,0.0,2695862,60879
chicken1_D20_maxbin.031.fasta_sub.contigs.fa,92.62,9.37,0.0,4032444,36892
chicken1_D20_maxbin.033.fasta.contigs.fa,89.25,7.89,53.85,3019548,18953
chicken1_D20_maxbin.034.fasta.contigs.fa,99.61,1.06,0.0,3967324,45908
chicken1_D20_maxbin.035.fasta.contigs.fa,63.5,27.35,5.97,3844384,2768
chicken1_D20_maxbin.036.fasta.contigs.fa,94.0,0.94,0.0,3039279,8977
chicken1_D20_maxbin.037.fasta.contigs.fa,86.82,25.46,32.5,2696042,15679
chicken1_D20_maxbin.038.fasta.contigs.fa,96.57,9.22,4.55,3035726,10732
chicken1_D20_maxbin.039.fasta.contigs.fa,84.9,1.23,0.0,2056623,6007
chicken1_D20_maxbin.041.fasta.contigs.fa,81.21,37.53,8.55,3837389,3295
chicken1_D20_maxbin.042.fasta.contigs.fa,72.85,7.46,0.0,1368341,4937
chicken1_D20_maxbin.043.fasta_sub.contigs.fa,47.95,8.81,0.0,3922530,2490
chicken1_D20_maxbin.044.fasta.contigs.fa,79.72,12.84,0.0,2802358,3490
chicken1_D20_maxbin.048.fasta.contigs.fa,74.8,24.25,1.81,6447507,2680
chicken1_D20_maxbin.053.fasta.contigs.fa,52.27,3.29,77.27,1044404,2541
chicken1_D20_metabat2.112.fa.contigs.fa,49.13,0.0,0.0,1199408,10950
chicken1_D20_metabat2.15.fa.contigs.fa,23.83,0.0,0.0,398015,212627
chicken1_D20_metabat2.16.fa.contigs.fa,10.07,0.0,0.0,283846,144461
chicken1_D20_metabat2.21.fa.contigs.fa,25.27,0.0,0.0,355632,193726
chicken1_D20_metabat2.26.fa.contigs.fa,45.61,0.0,0.0,1113882,40331
chicken1_D20_metabat2.71.fa_sub.contigs.fa,50.0,0.86,0.0,3434538,8840
chicken1_D20_metabat2.94.fa_sub.contigs.fa,64.2,1.14,33.33,1781932,25231
chicken1_D21_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3960792,195478
chicken1_D21_maxbin.002.fasta.contigs.fa,99.47,0.52,50.0,4860205,62032
chicken1_D21_maxbin.003.fasta.contigs.fa,51.69,0.0,0.0,1465203,225348
chicken1_D21_maxbin.004.fasta.contigs.fa,45.69,0.0,0.0,1395334,165213
chicken1_D21_maxbin.005.fasta.contigs.fa,93.79,5.37,0.0,3089448,50604
chicken1_D21_maxbin.006.fasta_sub.contigs.fa,75.95,2.53,14.29,3646506,61113
chicken1_D21_maxbin.007.fasta.contigs.fa,97.96,0.68,0.0,3477310,113288
chicken1_D21_maxbin.008.fasta.contigs.fa,98.32,0.47,0.0,3315072,96809
chicken1_D21_maxbin.010.fasta.contigs.fa,96.2,0.95,0.0,3138039,76940
chicken1_D21_maxbin.011.fasta.contigs.fa,97.45,0.63,0.0,5761706,42384
chicken1_D21_maxbin.012.fasta.contigs.fa,95.28,0.13,0.0,2512387,38481
chicken1_D21_maxbin.013.fasta.contigs.fa,93.15,0.18,37.5,2083772,104555
chicken1_D21_maxbin.016.fasta.contigs.fa,88.54,0.64,0.0,3670681,74868
chicken1_D21_maxbin.017.fasta_sub.contigs.fa,69.42,4.05,7.14,2778014,34439
chicken1_D21_maxbin.018.fasta.contigs.fa,53.83,2.09,14.29,1172159,24587
chicken1_D21_maxbin.019.fasta.contigs.fa,82.66,1.28,33.33,3172586,29986
chicken1_D21_maxbin.020.fasta.contigs.fa,90.56,14.92,0.0,2385595,31465
chicken1_D21_maxbin.021.fasta_sub.contigs.fa,59.93,8.02,0.0,2186016,6009
chicken1_D21_maxbin.023.fasta.contigs.fa,95.41,7.18,3.45,2903193,9683
chicken1_D21_maxbin.027.fasta.contigs.fa,77.08,14.35,15.52,2518535,3640
chicken1_D21_maxbin.029.fasta.contigs.fa,55.83,1.64,25.0,1045670,2201
chicken1_D21_maxbin.031.fasta.contigs.fa,63.99,0.73,0.0,1661617,2320
chicken1_D21_maxbin.032.fasta.contigs.fa,47.47,3.87,40.0,1754601,1605
chicken1_D21_metabat2.10.fa.contigs.fa,19.19,0.0,0.0,318721,172972
chicken1_D21_metabat2.11.fa_sub.contigs.fa,95.07,0.0,0.0,2248158,33561
chicken1_D21_metabat2.50.fa.contigs.fa,96.18,1.19,0.0,3564283,18263
chicken1_D21_metabat2.6.fa.contigs.fa,17.72,0.0,0.0,517718,142466
chicken1_D21_metabat2.82.fa.contigs.fa,45.36,0.0,0.0,1307865,22916
chicken1_D22_maxbin.001.fasta.contigs.fa,79.59,1.59,0.0,2090633,78335
chicken1_D22_maxbin.003.fasta.contigs.fa,2.53,0.22,27.27,635694,9635
chicken1_D22_maxbin.004.fasta.contigs.fa,92.62,0.67,0.0,2247563,90652
chicken1_D22_maxbin.005.fasta.contigs.fa,63.16,30.14,52.63,3790995,105413
chicken1_D22_maxbin.007.fasta.contigs.fa,86.55,2.73,14.29,2883549,26114
chicken1_D22_maxbin.010.fasta_sub.contigs.fa,79.25,0.7,50.0,2100001,45399
chicken1_D22_maxbin.011.fasta.contigs.fa,58.61,4.36,37.5,1960447,37098
chicken1_D22_maxbin.013.fasta.contigs.fa,81.87,44.75,20.0,2566634,15560
chicken1_D22_maxbin.014.fasta.contigs.fa,93.4,0.36,0.0,2530439,82854
chicken1_D22_maxbin.015.fasta.contigs.fa,89.5,15.75,76.19,4081077,28895
chicken1_D22_maxbin.016.fasta.contigs.fa,97.38,0.19,0.0,3139641,172648
chicken1_D22_maxbin.019.fasta.contigs.fa,57.41,3.79,54.17,1789043,49877
chicken1_D22_maxbin.021.fasta.contigs.fa,93.29,0.0,0.0,2517956,38601
chicken1_D22_maxbin.022.fasta.contigs.fa,77.22,0.63,0.0,2418198,72709
chicken1_D22_maxbin.024.fasta.contigs.fa,91.61,6.46,0.0,4056285,85827
chicken1_D22_maxbin.025.fasta.contigs.fa,92.28,1.9,0.0,3900437,54935
chicken1_D22_maxbin.026.fasta.contigs.fa,98.21,37.89,3.85,8205735,53760
chicken1_D22_maxbin.030.fasta.contigs.fa,77.55,17.18,51.9,3060214,15840
chicken1_D22_maxbin.031.fasta.contigs.fa,50.22,10.76,0.0,2120714,7170
chicken1_D22_maxbin.032.fasta.contigs.fa,88.21,16.88,4.44,2501249,10151
chicken1_D22_maxbin.037.fasta.contigs.fa,93.96,17.13,17.86,4355708,7762
chicken1_D22_maxbin.038.fasta.contigs.fa,57.13,28.76,4.55,4167716,3416
chicken1_D22_maxbin.043.fasta_sub.contigs.fa,31.77,5.74,21.74,1659232,3209
chicken1_D22_metabat2.109.fa.contigs.fa,70.85,0.0,0.0,1675640,9732
chicken1_D22_metabat2.14.fa.contigs.fa,12.93,0.0,0.0,200510,183629
chicken1_D22_metabat2.36.fa.contigs.fa,43.45,0.0,0.0,1419291,27085
chicken1_D23_maxbin.002.fasta.contigs.fa,93.54,4.99,0.0,2269948,80095
chicken1_D23_maxbin.004.fasta.contigs.fa,11.12,0.19,0.0,1826918,18863
chicken1_D23_maxbin.005.fasta.contigs.fa,87.92,1.34,0.0,2215800,104197
chicken1_D23_maxbin.006.fasta.contigs.fa,91.84,2.72,0.0,2341952,53747
chicken1_D23_maxbin.007.fasta.contigs.fa,93.3,15.3,9.62,3439954,39350
chicken1_D23_maxbin.009.fasta.contigs.fa,50.63,0.63,0.0,2000185,128045
chicken1_D23_maxbin.010.fasta.contigs.fa,83.04,5.83,17.86,2662883,38050
chicken1_D23_maxbin.011.fasta.contigs.fa,91.42,7.91,52.63,2788172,30301
chicken1_D23_maxbin.013.fasta.contigs.fa,94.15,6.43,0.0,3553879,64754
chicken1_D23_maxbin.014.fasta.contigs.fa,27.23,0.58,13.33,1746350,58590
chicken1_D23_maxbin.015.fasta.contigs.fa,86.56,0.88,16.67,2363596,28229
chicken1_D23_maxbin.017.fasta.contigs.fa,97.75,70.8,0.28,7523728,254203
chicken1_D23_maxbin.019.fasta.contigs.fa,86.75,34.96,80.25,2953737,24300
chicken1_D23_maxbin.020.fasta.contigs.fa,79.23,0.05,0.0,1655762,83454
chicken1_D23_maxbin.021.fasta.contigs.fa,81.92,2.91,8.33,2943067,76183
chicken1_D23_maxbin.022.fasta.contigs.fa,94.94,4.08,0.0,5157580,97324
chicken1_D23_maxbin.026.fasta_sub.contigs.fa,87.9,64.97,2.47,5286856,117735
chicken1_D23_maxbin.027.fasta_sub.contigs.fa,90.15,26.56,7.53,3817182,61492
chicken1_D23_maxbin.028.fasta.contigs.fa,14.94,15.44,1.77,4929502,5242
chicken1_D23_maxbin.029.fasta.contigs.fa,91.69,7.86,5.56,3453280,94354
chicken1_D23_maxbin.030.fasta.contigs.fa,77.43,1.42,0.0,2505533,45521
chicken1_D23_maxbin.031.fasta.contigs.fa,64.23,12.41,5.88,2354704,4811
chicken1_D23_maxbin.032.fasta.contigs.fa,78.74,19.75,10.0,1796968,4947
chicken1_D23_maxbin.033.fasta.contigs.fa,88.1,9.59,6.9,2767561,8721
chicken1_D23_maxbin.034.fasta.contigs.fa,90.46,6.26,11.11,2393284,7330
chicken1_D23_maxbin.035.fasta.contigs.fa,72.03,6.57,0.0,6089159,4191
chicken1_D23_metabat2.107.fa.contigs.fa,9.4,0.0,0.0,221648,176825
chicken1_D23_metabat2.38.fa_sub.contigs.fa,24.56,0.0,0.0,711098,40276
chicken1_D24_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4016710,215373
chicken1_D24_maxbin.002.fasta.contigs.fa,90.98,1.05,38.46,4014525,22674
chicken1_D24_maxbin.004.fasta.contigs.fa,90.48,1.59,0.0,2530368,98904
chicken1_D24_maxbin.006.fasta.contigs.fa,97.32,2.68,0.0,2528625,102489
chicken1_D24_maxbin.007.fasta.contigs.fa,85.95,3.13,0.0,5346970,114895
chicken1_D24_maxbin.008.fasta_sub.contigs.fa,85.44,1.42,0.0,3512802,91585
chicken1_D24_maxbin.009.fasta.contigs.fa,77.34,0.89,0.0,1427447,59713
chicken1_D24_maxbin.010.fasta.contigs.fa,83.0,2.68,0.0,2523035,95084
chicken1_D24_maxbin.011.fasta.contigs.fa,88.88,10.55,54.84,2302802,25607
chicken1_D24_maxbin.013.fasta_sub.contigs.fa,58.5,4.03,11.11,1713880,41525
chicken1_D24_maxbin.014.fasta.contigs.fa,91.78,13.2,0.0,3795849,37916
chicken1_D24_maxbin.015.fasta.contigs.fa,93.4,2.02,25.0,3002684,42497
chicken1_D24_maxbin.016.fasta.contigs.fa,95.97,4.03,0.0,2590739,91092
chicken1_D24_maxbin.017.fasta.contigs.fa,91.22,6.92,59.09,3146284,62658
chicken1_D24_maxbin.018.fasta.contigs.fa,90.27,4.25,15.38,2972144,48109
chicken1_D24_maxbin.019.fasta.contigs.fa,95.97,4.36,0.0,3750965,33863
chicken1_D24_maxbin.020.fasta.contigs.fa,84.81,2.11,0.0,2637955,71931
chicken1_D24_maxbin.021.fasta.contigs.fa,92.62,0.67,0.0,2435914,89833
chicken1_D24_maxbin.022.fasta.contigs.fa,87.19,12.25,15.62,2776749,31068
chicken1_D24_maxbin.023.fasta.contigs.fa,81.63,2.72,25.0,1988602,98457
chicken1_D24_maxbin.024.fasta.contigs.fa,94.94,0.0,0.0,2826963,80685
chicken1_D24_maxbin.025.fasta.contigs.fa,92.28,0.69,0.0,2556293,67993
chicken1_D24_maxbin.026.fasta.contigs.fa,63.15,2.27,16.67,2022183,30991
chicken1_D24_maxbin.030.fasta_sub.contigs.fa,63.2,3.4,0.0,1816387,30087
